concept_id,concept_en,start_sec,duration_sec,audio_path,ipa,ortho
122,to fly,122.0,1.0,audio/Fail03/KLQ_7.12_A_to_fly_Fail03.wav,pařīn,pařīn
132,nose,2.0,1.0,audio/Fail03/JBIL_34_A_nose_Fail03.wav,lüt,lüt
138,sister,4.0,1.0,audio/Fail03/JBIL_75_A_sister_Fail03.wav,xwayšig,xwayšig
144,snow,5.0,1.0,audio/Fail03/JBIL_123_A_snow_Fail03.wav,wafir,wafir
150,big,7.0,1.0,audio/Fail03/JBIL_169_A_big_Fail03.wav,gap,gap
151,small,8.0,1.0,audio/Fail03/JBIL_170_A_small_Fail03.wav,bīčig,bīčig
155,good,9.0,1.0,audio/Fail03/JBIL_150_A_good_Fail03.wav,xū,xū
164,white,11.0,1.0,audio/Fail03/JBIL_181_A_white_Fail03.wav,čarmig,čarmig
165,black,12.0,1.0,audio/Fail03/JBIL_180_A_black_Fail03.wav,sīya,sīya
166,red,13.0,1.0,audio/Fail03/JBIL_179_A_red_Fail03.wav,qirmiz,qirmiz
167,yellow,14.0,1.0,audio/Fail03/JBIL_178_A_yellow_Fail03.wav,zard,zard
217,one,15.0,1.0,audio/Fail03/JBIL_1_A_one_Fail03.wav,yak,yak
218,two,16.0,1.0,audio/Fail03/JBIL_2_A_two_Fail03.wav,do,do
219,three,17.0,1.0,audio/Fail03/JBIL_3_A_three_Fail03.wav,sē,sē
220,four,18.0,1.0,audio/Fail03/JBIL_4_A_four_Fail03.wav,čwār,čwār
221,five,19.0,1.0,audio/Fail03/JBIL_5_A_five_Fail03.wav,panj,panj
247,head,26.0,1.0,audio/Fail03/JBIL_31_A_head_Fail03.wav,sar,sar
249,hair,27.0,1.0,audio/Fail03/JBIL_32_A_hair_Fail03.wav,qiž,qiž
251,eye,29.0,1.0,audio/Fail03/JBIL_33_A_eye_Fail03.wav,čaw,čaw
252,ear,30.0,1.0,audio/Fail03/JBIL_35_A_ear_Fail03.wav,gūš,gūš
254,mouth,31.0,1.0,audio/Fail03/JBIL_36_A_mouth_Fail03.wav,dam,dam
255,tooth,32.0,1.0,audio/Fail03/JBIL_37_A_tooth_Fail03.wav,dinān,dinān
257,tongue,33.0,1.0,audio/Fail03/JBIL_38_A_tongue_Fail03.wav,zuwān,zuwān
259,neck,34.0,1.0,audio/Fail03/JBIL_39_A_neck_Fail03.wav,mil,mil
263,hand,35.0,1.0,audio/Fail03/JBIL_42_A_hand_Fail03.wav,das,das
264,finger,36.0,1.0,audio/Fail03/JBIL_44_A_finger_Fail03.wav,kilig,kilig
275,knee,37.0,1.0,audio/Fail03/JBIL_54_A_knee_Fail03.wav,kaškiɫa,kaškiɫa
276,foot,38.0,1.0,audio/Fail03/JBIL_55_A_foot_Fail03.wav,pā,pā
277,skin,39.0,1.0,audio/Fail03/JBIL_56_A_skin_Fail03.wav,pūs,pūs
278,bone,40.0,1.0,audio/Fail03/JBIL_57_A_bone_Fail03.wav,sixān,sixān
279,blood,41.0,1.0,audio/Fail03/JBIL_58_A_blood_Fail03.wav,xwīn,xwīn
281,heart,42.0,1.0,audio/Fail03/JBIL_60_A_heart_Fail03.wav,diɫ,diɫ
282,liver,43.0,1.0,audio/Fail03/JBIL_61_A_liver_Fail03.wav,jigir,jigir
283,person,44.0,1.0,audio/Fail03/JBIL_62_A_person_Fail03.wav,kas,kas
284,man,45.0,1.0,audio/Fail03/JBIL_63_A_man_Fail03.wav,pīyā,pīyā
286,woman,47.0,1.0,audio/Fail03/JBIL_65_A_woman_Fail03.wav,žin,žin
296,bride,48.0,1.0,audio/Fail03/JBIL_77_A_bride_Fail03.wav,waÿ,waÿ
297,name,49.0,1.0,audio/Fail03/JBIL_78_A_name_Fail03.wav,nāw,nāw
298,dog,50.0,1.0,audio/Fail03/JBIL_79_A_dog_Fail03.wav,sag,sag
300,horn,51.0,1.0,audio/Fail03/JBIL_81_cow_horn_Fail03.wav,šāx,šāx
301,tail,52.0,1.0,audio/Fail03/JBIL_82_A_tail_Fail03.wav,dom,dom
302,claw,54.0,1.0,audio/Fail03/JBIL_83_A_claw_Fail03.wav,čing,čing
303,feather,55.0,1.0,audio/Fail03/JBIL_84_A_feather_Fail03.wav,pař,pař
310,fish,56.0,1.0,audio/Fail03/JBIL_91_A_fish_Fail03.wav,māsī,māsī
311,bird,57.0,1.0,audio/Fail03/JBIL_92_A_bird_Fail03.wav,bāɫdār,bāɫdār
315,louse,59.0,1.0,audio/Fail03/JBIL_96_A_louse_Fail03.wav,šiš,šiš
316,tree,60.0,1.0,audio/Fail03/JBIL_97_A_tree_Fail03.wav,dār,dār
322,leaf,61.0,1.0,audio/Fail03/JBIL_102_A_leaf_Fail03.wav,baɫg,baɫg
323,root,62.0,1.0,audio/Fail03/JBIL_104_A_root_Fail03.wav,řīšig,řīšig
325,seed,63.0,1.0,audio/Fail03/JBIL_106_A_seed_Fail03.wav,tÿam,tÿam
328,cloud,64.0,1.0,audio/Fail03/JBIL_109_A_cloud_Fail03.wav,awr,awr
330,sun,65.0,1.0,audio/Fail03/JBIL_111_A_sun_Fail03.wav,xwar,xwar
333,moon,66.0,1.0,audio/Fail03/JBIL_113_A_moon_Fail03.wav,māŋ,māŋ
334,star,67.0,1.0,audio/Fail03/JBIL_115_A_star_Fail03.wav,qāsīra,qāsīra
336,mountain,68.0,1.0,audio/Fail03/JBIL_118_A_mountain_Fail03.wav,küya,küya
337,stone,69.0,1.0,audio/Fail03/JBIL_119_A_stone_Fail03.wav,kučik,kučik
338,sand,70.0,1.0,audio/Fail03/JBIL_120_A_sand_Fail03.wav,šin,šin
340,water,72.0,1.0,audio/Fail03/JBIL_122_A_water_Fail03.wav,āw,āw
344,fire,73.0,1.0,audio/Fail03/JBIL_130_A_fire_Fail03.wav,āgir,āgir
345,smoke,74.0,1.0,audio/Fail03/JBIL_131_A_smoke_Fail03.wav,dü,dü
354,egg,75.0,1.0,audio/Fail03/JBIL_141_A_egg_Fail03.wav,xā,xā
355,milk,76.0,1.0,audio/Fail03/JBIL_142_A_milk_Fail03.wav,šīr,šīr
356,honey,77.0,1.0,audio/Fail03/JBIL_143_A_honey_Fail03.wav,hasaɫ,hasaɫ
357,walnut,78.0,1.0,audio/Fail03/JBIL_144_A_walnut_Fail03.wav,girdakān,girdakān
365,new,79.0,1.0,audio/Fail03/JBIL_154_A_new_Fail03.wav,nū,nū
366,hot,81.0,1.0,audio/Fail03/JBIL_156_fire_hot_Fail03.wav,garm,garm
367,cold,83.0,1.0,audio/Fail03/JBIL_157_A_cold_Fail03.wav,sard,sard
375,full,84.0,1.0,audio/Fail03/JBIL_165_A_full_Fail03.wav,piř,piř
377,dry,85.0,1.0,audio/Fail03/JBIL_167_A_dry_Fail03.wav,hišk,hišk
378,round,86.0,1.0,audio/Fail03/JBIL_171_A_round_Fail03.wav,gird,gird
385,green,87.0,1.0,audio/Fail03/JBIL_177_A_green_Fail03.wav,sawz,sawz
504,this,88.0,1.0,audio/Fail03/JBIL_298_A_this_Fail03.wav,ya,ya
506,that,89.0,1.0,audio/Fail03/JBIL_299_A_that_Fail03.wav,wa,wa
517,I,91.0,1.0,audio/Fail03/JBIL_319_A_I_Fail03.wav,ma,ma
519,we,92.0,1.0,audio/Fail03/JBIL_321_A_we_Fail03.wav,īma,īma
