filename,concept,start_time,start_sec,duration_sec,offset,csv_start_sec
JBIL_001_A_one_Khan01.wav,one,0:21:11.844,1271.844,0.936,1270.0,1.844
JBIL_002_A_two_Khan01.wav,two,0:21:19.295,1279.295,0.704,1270.0,9.295
JBIL_003_A_three_Khan01.wav,three,0:21:28.581,1288.581,0.578,1270.0,18.581
JBIL_004_A_four_Khan01.wav,four,0:21:35.504,1295.504,0.678,1270.0,25.504
JBIL_005_A_five_Khan01.wav,five,0:21:54.668,1314.668,0.834,1270.0,44.668
JBIL_006_A_six_Khan01.wav,six,0:22:12.338,1332.338,1.054,1270.0,62.338
JBIL_007_A_six_Khan01.wav,six,0:22:30.632,1350.632,0.892,1270.0,80.632
JBIL_008_A_eight_Khan01.wav,eight,0:22:50.000,1370.0,0.921,1270.0,100.0
JBIL_009_A_nine_Khan01.wav,nine,0:23:03.688,1383.688,0.805,1270.0,113.688
JBIL_010_A_ten_Khan01.wav,ten,0:23:24.535,1404.535,0.79,1270.0,134.535
JBIL_011_A_eleven_Khan01.wav,eleven,0:23:36.893,1416.893,1.107,1270.0,146.893
JBIL_012_A_twelve_Khan01.wav,twelve,0:23:58.869,1438.869,1.131,1270.0,168.869
JBIL_013_A_thirteen_Khan01.wav,thirteen,0:24:13.299,1453.299,1.317,1270.0,183.299
JBIL_014_A_fourteen_Khan01.wav,fourteen,0:24:56.000,1496.0,1.056,1270.0,226.0
JBIL_015_A_fifteen_Khan01.wav,fifteen,0:25:27.487,1527.487,1.156,1270.0,257.487
JBIL_016_A_sixteen_Khan01.wav,sixteen,0:25:41.641,1541.641,1.273,1270.0,271.641
JBIL_017_A_seventeen_Khan01.wav,seventeen,0:26:17.697,1577.697,0.98,1270.0,307.697
JBIL_018_A_eighteen_Khan01.wav,eighteen,0:26:30.744,1590.744,0.98,1270.0,320.744
JBIL_019_A_nineteen_Khan01.wav,nineteen,0:26:50.397,1610.397,1.244,1270.0,340.397
JBIL_020_A_twenty_Khan01.wav,twenty,0:27:16.558,1636.558,1.054,1270.0,366.558
JBIL_021_A_twenty-one_Khan01.wav,twenty-one,0:27:24.554,1644.554,1.445,1270.0,374.554
JBIL_022_A_thirty_Khan01.wav,thirty,0:27:48.970,1668.97,1.029,1270.0,398.97
JBIL_023_A_forty_Khan01.wav,forty,0:27:55.558,1675.558,0.775,1270.0,405.558
JBIL_024_A_fifty_Khan01.wav,fifty,0:28:18.774,1698.774,1.068,1270.0,428.774
JBIL_025_A_sixty_Khan01.wav,sixty,0:28:44.597,1724.597,1.112,1270.0,454.597
JBIL_026_A_seventy_Khan01.wav,seventy,0:29:16.915,1756.915,1.215,1270.0,486.915
JBIL_027_A_eighty_Khan01.wav,eighty,0:29:40.255,1780.255,1.083,1270.0,510.255
JBIL_028_A_ninety_Khan01.wav,ninety,0:29:56.701,1796.701,1.141,1270.0,526.701
JBIL_029_A_one_hundred_Khan01.wav,one hundred,0:30:55.603,1855.603,0.834,1270.0,585.603
JBIL_030_A_two_hundred_Khan01.wav,two hundred,0:31:19.830,1879.83,1.141,1270.0,609.83
JBIL_031_A_head_Khan01.wav,head,0:31:56.000,1916.0,0.937,1270.0,646.0
JBIL_032_A_hair_Khan01.wav,hair,0:32:13.430,1933.43,0.629,1270.0,663.43
JBIL_033_A_eye_Khan01.wav,eye,0:32:30.490,1950.49,0.723,1270.0,680.49
JBIL_034_A_nose_Khan01.wav,nose,0:32:52.378,1972.378,0.802,1270.0,702.378
JBIL_035_A_ear_Khan01.wav,ear,0:33:37.872,2017.872,0.983,1270.0,747.872
JBIL_036_A_mouth_Khan01.wav,mouth,0:33:47.301,2027.301,0.841,1270.0,757.301
JBIL_037_A_tooth_Khan01.wav,tooth,0:34:14.927,2054.927,0.81,1270.0,784.927
JBIL_038_A_tongue_Khan01.wav,tongue,0:34:41.169,2081.169,1.022,1270.0,811.169
JBIL_039_A_neck_Khan01.wav,neck,0:34:55.466,2095.466,0.873,1270.0,825.466
JBIL_040_A_throat_Khan01.wav,throat,0:35:28.108,2128.108,1.038,1270.0,858.108
JBIL_041_A_arm_Khan01.wav,arm,0:36:10.172,2170.172,0.975,1270.0,900.172
JBIL_042_A_hand_Khan01.wav,hand,0:36:23.770,2183.77,0.92,1270.0,913.77
JBIL_043_A_elbow_Khan01.wav,elbow,0:37:49.520,2269.52,0.88,1270.0,999.52
JBIL_044_A_finger_Khan01.wav,finger,0:38:08.537,2288.537,0.873,1270.0,1018.537
JBIL_045_A_nail_Khan01.wav,nail,0:38:45.320,2325.32,0.991,1270.0,1055.32
JBIL_046_A_chest_Khan01.wav,chest,0:39:08.713,2348.713,0.88,1270.0,1078.713
