filename,concept,start_time,start_sec,duration_sec,offset,csv_start_sec
JBIL_001_one_Khan03.wav,one,0:07:41.400,461.4,1.5,0,461.4
JBIL_002_two_Khan03.wav,two,0:07:45.100,465.1,6.0,0,465.1
JBIL_003_three_Khan03.wav,three,0:07:51.100,471.1,10.9,0,471.1
JBIL_004_four_Khan03.wav,four,0:08:02.000,482.0,2.0,0,482.0
JBIL_005_five_Khan03.wav,five,0:09:04.400,544.4,8.0,0,544.4
JBIL_006_six_Khan03.wav,six,0:09:12.400,552.4,4.0,0,552.4
JBIL_007_six_Khan03.wav,six,0:09:16.400,556.4,8.5,0,556.4
JBIL_008_eight_Khan03.wav,eight,0:09:28.900,568.9,11.1,0,568.9
JBIL_009_nine_Khan03.wav,nine,0:09:40.000,580.0,15.4,0,580.0
JBIL_010_ten_Khan03.wav,ten,0:09:55.400,595.4,15.2,0,595.4
JBIL_011_eleven_Khan03.wav,eleven,0:10:10.600,610.6,7.8,0,610.6
JBIL_012_twelve_Khan03.wav,twelve,0:10:20.400,620.4,18.1,0,620.4
JBIL_013_thirteen_Khan03.wav,thirteen,0:10:38.500,638.5,11.5,0,638.5
JBIL_014_fourteen_Khan03.wav,fourteen,0:10:50.000,650.0,4.0,0,650.0
JBIL_015_fifteen_Khan03.wav,fifteen,0:10:54.000,654.0,5.4,0,654.0
JBIL_016_sixteen_Khan03.wav,sixteen,0:11:05.400,665.4,12.7,0,665.4
JBIL_017_seventeen_Khan03.wav,seventeen,0:11:18.100,678.1,7.8,0,678.1
JBIL_018_eighteen_Khan03.wav,eighteen,0:11:25.900,685.9,6.6,0,685.9
JBIL_019_nineteen_Khan03.wav,nineteen,0:11:32.500,692.5,2.0,0,692.5
JBIL_020_twenty_Khan03.wav,twenty,0:11:35.500,695.5,8.0,0,695.5
JBIL_021_twenty_one_Khan03.wav,twenty-one,0:11:43.500,703.5,7.5,0,703.5
JBIL_022_thirty_Khan03.wav,thirty,0:11:54.000,714.0,8.6,0,714.0
JBIL_023_forty_Khan03.wav,forty,0:12:02.600,722.6,30.3,0,722.6
JBIL_024_fifty_Khan03.wav,fifty,0:12:32.900,752.9,3.0,0,752.9
JBIL_025_sixty_Khan03.wav,sixty,0:12:43.900,763.9,1.0,0,763.9
JBIL_026_seventy_Khan03.wav,seventy,0:12:46.900,766.9,2.0,0,766.9
JBIL_027_eighty_Khan03.wav,eighty,0:12:53.900,773.9,1.0,0,773.9
JBIL_028_ninety_Khan03.wav,ninety,0:12:54.900,774.9,15.8,0,774.9
JBIL_029_one_hundred_Khan03.wav,one hundred,0:13:10.700,790.7,12.3,0,790.7
JBIL_030_two_hundred_Khan03.wav,two hundred,0:13:23.000,803.0,8.0,0,803.0
JBIL_031_head_Khan03.wav,head,0:13:31.000,811.0,8.0,0,811.0
JBIL_032_hair_Khan03.wav,hair,0:13:39.000,819.0,2.0,0,819.0
JBIL_033_eye_Khan03.wav,eye,0:13:41.000,821.0,13.8,0,821.0
