concept_id,concept_en,start_sec,duration_sec,audio_path,ipa,ortho
1,one,0.462,0.893,audio/Qasr01/JBIL_1_A_one_Qasr01.wav,jɛk,یەک
102,leaf,4046.726,0.5920000000000982,audio/Qasr01/JBIL_102_A_leaf_Qasr01.wav,balik,بەوگ
103,bark,4565.039,0.9600000000000364,audio/Qasr01/JBIL_103_A_bark_Qasr01.wav,pusɐdar,پووسە دار
104,root,4597.853,0.7979999999997744,audio/Qasr01/JBIL_104_A_root_Qasr01.wav,riʃa,ڕیشە
106,seed,4669.555,0.8890000000001237,audio/Qasr01/JBIL_106_A_seed_Qasr01.wav,dana,دانەم
109,cloud,4767.12,0.6310000000003129,audio/Qasr01/JBIL_109_A_cloud_Qasr01.wav,aʊr,ئەور
111,sun,4835.134,0.8649999999997817,audio/Qasr01/JBIL_111_A_sun_Qasr01.wav,xwal,خوەر
113,moon,4863.333,0.8760000000002037,audio/Qasr01/JBIL_113_A_moon_Qasr01.wav,maŋɡʌ,مانگ
114,night,19326.878,1.1490000000012515,audio/Qasr01/JBIL_114_A_night_Qasr01.wav,,
115,star,4895.767,1.0050000000001091,audio/Qasr01/JBIL_115_A_star_Qasr01.wav,stara,ستاەرە
118,mountain,4966.709,0.592000000000553,audio/Qasr01/JBIL_118_A_mountain_Qasr01.wav,ki.5,کۊ
119,stone,5024.44,0.8370000000004438,audio/Qasr01/JBIL_119_A_stone_Qasr01.wav,kutʃʌɡ,کوچەگ
120,sand,5144.0,1.712999999999738,audio/Qasr01/JBIL_120_A_sand_Qasr01.wav,xakiːbiawan,خاکی بیاوان
122,water,5214.153,0.8139999999993961,audio/Qasr01/JBIL_122_A_water_Qasr01.wav,au,ئاو
124,snow,5253.631,0.9269999999996799,audio/Qasr01/JBIL_124_A_snow_Qasr01.wav,wafər,وە فەر
126,rain,5325.123,1.404000000000451,audio/Qasr01/JBIL_126_A_rain_Qasr01.wav,waːraːn,واران
130,fire,5450.389,1.1210000000000946,audio/Qasr01/JBIL_130_A_fire_Qasr01.wav,aːɡʌr,ئەگەر
131,smoke,5467.436,1.0690000000004147,audio/Qasr01/JBIL_131_A_smoke_Qasr01.wav,dykal,دۊ کەڵ
132,ash,5516.901,0.9139999999997599,audio/Qasr01/JBIL_132_A_ash_Qasr01.wav,xolaku,خوڵا کوو
139,salt,5709.699,0.7630000000008295,audio/Qasr01/JBIL_139_A_salt_Qasr01.wav,xwa,خوە
141,egg,5804.0,0.7539999999999054,audio/Qasr01/JBIL_141_A_egg_Qasr01.wav,xa,خە
142,milk,5825.217,0.7820000000001528,audio/Qasr01/JBIL_142_A_milk_Qasr01.wav,bʌtʃiɹ,شیر
143,honey,5944.36,0.9020000000000437,audio/Qasr01/JBIL_143_A_honey_Qasr01.wav,hasɛl,هەساڵ
144,walnut,5990.321,1.456000000000131,audio/Qasr01/JBIL_144_A_walnut_Qasr01.wav,ɡildɛkan,گردە کان
150,good,6217.217,1.1459999999997308,audio/Qasr01/JBIL_150_A_good_Qasr01.wav,xɑs,خاس
154,new,6377.521,0.7860000000000582,audio/Qasr01/JBIL_154_A_new_Qasr01.wav,nu,نەو
156,hot,6426.632,0.8760000000002037,audio/Qasr01/JBIL_156_A_hot_Qasr01.wav,dɑx,داخ
157,cold,6438.623,0.6829999999999927,audio/Qasr01/JBIL_157_A_cold_Qasr01.wav,sɛrð,سەرد
158,long,6463.586,1.0559999999995853,audio/Qasr01/JBIL_158_A_long_Qasr01.wav,dɹiʒ,درییج
165,full,6668.768,0.5540000000000873,audio/Qasr01/JBIL_165_A_full_Qasr01.wav,pʌr,پڕا
167,dry,14108.414,0.7860000000000582,audio/Qasr01/JBIL_167_A_dry_Qasr01.wav,wyʃk,وشک
169,big,6793.695,0.7860000000000582,audio/Qasr01/JBIL_169_A_big_Qasr01.wav,ɡoːra,گەوورا
170,small,13725.229,0.7700000000004366,audio/Qasr01/JBIL_170_A_small_Qasr01.wav,,
171,round,6876.413,0.6700000000000728,audio/Qasr01/JBIL_171_A_round_Qasr01.wav,xeːr,خەر
177,green,7034.763,0.8370000000004438,audio/Qasr01/JBIL_177_A_green_Qasr01.wav,soʊz,سەوز
178,yellow,7053.751,1.1210000000000946,audio/Qasr01/JBIL_178_A_yellow_Qasr01.wav,zard,زەرد
179,red,7087.52,0.9920000000001892,audio/Qasr01/JBIL_179_A_red_Qasr01.wav,qarmaz,قەرمز
180,black,7106.193,0.8370000000004438,audio/Qasr01/JBIL_180_A_black_Qasr01.wav,sia,سیە
181,white,7144.992,0.8500000000003638,audio/Qasr01/JBIL_181_A_white_Qasr01.wav,spi,سپی
2,two,22.562000008362297,0.7259999916377033,audio/Qasr01/JBIL_2_A_two_Qasr01.wav,do,دو
202,fly,3592.779,0.7989999999999782,audio/Qasr01/JBIL_202_A_fly_Qasr01.wav,paxʃa,پەخشە
298,this,10899.794,0.9020000000000437,audio/Qasr01/JBIL_298_A_this_Qasr01.wav,aja,ئەیا
299,that,10964.309,0.9529999999995198,audio/Qasr01/JBIL_299_A_that_Qasr01.wav,awa,ئەوە
3,three,99.529,1.0010000000000048,audio/Qasr01/JBIL_3_A_three_Qasr01.wav,se,سێ
31,head,921.1458010121664,1.4272683165776243,audio/Qasr01/JBIL_31_A_head_Qasr01.wav,serokapul,سەرێو کەپور
319,i,11701.309,0.6900000000005093,audio/Qasr01/JBIL_319_A_i_Qasr01.wav,mɛ,مە
32,hair,1058.225,0.7119999999999891,audio/Qasr01/JBIL_32_A_hair_Qasr01.wav,ʁiʒ,بەز
320,you,11786.538,0.8369999999995343,audio/Qasr01/JBIL_320_A_you_Qasr01.wav,iwa,ئی وە
321,we,11760.373,0.9400000000005093,audio/Qasr01/JBIL_321_A_we_Qasr01.wav,ima,ئیێ م
33,eye,1076.0,0.8040000000000873,audio/Qasr01/JBIL_33_A_eye_Qasr01.wav,tʃaː,چاو
34,nose,1081.23,1.066000000000031,audio/Qasr01/JBIL_34_A_nose_Qasr01.wav,lyt,لۊت
35,ear,1124.509,0.9760000000001128,audio/Qasr01/JBIL_35_A_ear_Qasr01.wav,ɡuʃ,گووش
36,mouth,1178.877,0.6349999999999909,audio/Qasr01/JBIL_36_A_mouth_Qasr01.wav,dam,دەم
37,tooth,1217.351,0.9760000000001128,audio/Qasr01/JBIL_37_A_tooth_Qasr01.wav,ðəɡʌn,دگان
38,tongue,1239.26,1.066000000000031,audio/Qasr01/JBIL_38_A_tongue_Qasr01.wav,zual,زوان
39,neck,1253.012,0.98700000000008,audio/Qasr01/JBIL_39_A_neck_Qasr01.wav,mɛ,مەیل
4,four,109.209,0.9240000000000066,audio/Qasr01/JBIL_4_A_four_Qasr01.wav,tʃwaːr,چوای
42,hand,1352.066,1.1330000000000382,audio/Qasr01/JBIL_42_A_hand_Qasr01.wav,dɛs,دەس
44,finger,1425.8029999999999,1.2929999999998927,audio/Qasr01/JBIL_44_A_finger_Qasr01.wav,kelek,کەلێگ
5,five,136.796,0.7760000000000105,audio/Qasr01/JBIL_5_A_five_Qasr01.wav,pandʒ,پەین ج
54,knee,1944.211,0.9790000000000418,audio/Qasr01/JBIL_54_A_knee_Qasr01.wav,zaːnu,زانو
55,foot,1979.226,0.7729999999999109,audio/Qasr01/JBIL_55_A_foot_Qasr01.wav,pa,پا
56,skin,1994.0,0.7309999999999945,audio/Qasr01/JBIL_56_A_skin_Qasr01.wav,pus,پوس
57,bone,2007.421,0.9790000000000418,audio/Qasr01/JBIL_57_A_bone_Qasr01.wav,sqaːn,سکان
58,blood,2025.365,0.9269999999999072,audio/Qasr01/JBIL_58_A_blood_Qasr01.wav,xyn,خۊن
60,heart,2137.568,0.6829999999999927,audio/Qasr01/JBIL_60_A_heart_Qasr01.wav,del,دەل
61,liver,2172.256,0.8110000000001492,audio/Qasr01/JBIL_61_A_liver_Qasr01.wav,dʒiɡɛr,جگەرێ
62,person,2256.151,0.8110000000001492,audio/Qasr01/JBIL_62_A_person_Qasr01.wav,kɛs,کەس
63,man,2267.765,0.7469999999998436,audio/Qasr01/JBIL_63_A_man_Qasr01.wav,pjaːɡ,پیاگ
65,woman,2326.706,0.7730000000001382,audio/Qasr01/JBIL_65_A_woman_Qasr01.wav,dyɛt,دۊەت
75,sister,2704.261,1.06899999999996,audio/Qasr01/JBIL_75_A_sister_Qasr01.wav,xeʃk,خوەیشک
77,bride,2775.35,0.9400000000000546,audio/Qasr01/JBIL_77_A_bride_Qasr01.wav,arus,ئەروس
78,name,2823.561,0.9789999999998145,audio/Qasr01/JBIL_78_A_name_Qasr01.wav,naʊ,ناو
79,dog,2918.548,0.8890000000001237,audio/Qasr01/JBIL_79_A_dog_Qasr01.wav,sak,سەگ
81,horn,2979.64,0.9400000000000546,audio/Qasr01/JBIL_81_A_horn_Qasr01.wav,ʃɑx,شاخ
82,tail,3013.635,1.1080000000001746,audio/Qasr01/JBIL_82_A_tail_Qasr01.wav,dy,دۊ
83,claw,3174.808,1.0949999999998,audio/Qasr01/JBIL_83_A_claw_Qasr01.wav,pjandʒa,پیەن جە
84,feather,3228.872,0.7550000000001091,audio/Qasr01/JBIL_84_A_feather_Qasr01.wav,par,پایڵ
91,fish,3531.832,0.8110000000001492,audio/Qasr01/JBIL_91_A_fish_Qasr01.wav,masi,ماسی
92,bird,4380.503,0.8890000000001237,audio/Qasr01/JBIL_92_A_bird_Qasr01.wav,mamər,مامر
96,louse,3788.969,0.7730000000001382,audio/Qasr01/JBIL_96_A_louse_Qasr01.wav,areʃk,ڕاشک
97,tree,3849.297,0.7020000000002256,audio/Qasr01/JBIL_97_A_tree_Qasr01.wav,dɑr,دار
